hero1,hero2,hero3,hero4,hero5,result
6,55,61,75,99,1
6,32,36,73,84,1
24,27,57,61,87,1
25,57,81,87,99,1
15,24,32,36,104,1
3,11,27,87,88,1
18,24,27,61,105,1
32,61,102,104,105,1
24,32,43,56,105,0
8,33,74,80,104,1
40,67,81,87,99,0
8,56,68,80,100,1
32,61,72,94,105,1
62,72,87,104,116,1
6,57,61,96,99,0
45,61,87,102,105,1
18,24,43,105,115,1
32,43,56,81,87,1
33,50,55,56,61,0
45,56,81,93,111,0
23,50,56,57,61,0
22,32,56,89,94,1
2,29,62,72,80,1
26,40,48,107,117,1
22,26,45,89,99,1
23,34,56,73,96,1
2,15,26,80,107,0
26,40,48,83,99,1
22,47,48,62,107,0
24,29,70,72,73,0
55,61,73,85,120,1
41,62,84,99,120,0
52,60,89,101,107,1
12,19,30,52,62,1
11,19,62,79,84,1
34,73,95,112,114,1
45,48,55,91,101,1
33,44,54,111,114,1
34,62,71,78,95,0
2,83,84,90,100,1
11,14,32,36,58,1
11,39,61,79,83,0
61,74,84,85,109,1
20,26,28,52,95,0
14,32,55,58,120,1
3,14,64,71,89,0
48,52,62,90,107,0
23,30,58,61,89,1
34,70,71,84,100,1
32,36,48,91,121,0
3,20,41,71,107,1
6,37,40,41,87,0
16,29,64,106,114,1
3,30,36,48,117,1
29,31,102,106,108,0
36,44,71,91,108,0
3,8,48,83,114,1
3,51,55,61,107,0
5,45,58,87,97,1
62,83,97,104,106,1
35,71,87,97,101,1
26,58,77,87,104,1
16,73,87,93,101,1
20,31,73,91,104,1
14,36,39,83,100,0
36,58,83,91,108,0
11,27,37,41,97,1
20,42,43,45,104,1
50,74,87,102,109,1
14,28,53,71,97,1
71,87,101,109,114,0
6,41,71,73,77,1
7,18,53,62,110,1
73,83,109,114,117,1
11,28,73,77,83,1
19,20,32,49,104,0
26,74,85,89,104,0
6,67,71,83,101,1
6,8,32,83,100,1
15,16,44,73,110,1
12,16,44,72,106,1
6,32,45,74,83,0
19,47,72,94,116,1
19,47,61,64,94,1
6,19,47,72,117,1
6,32,47,63,119,1
34,45,70,91,110,1
6,34,47,61,72,1
6,19,47,63,73,1
34,42,51,61,73,1
34,49,54,70,113,1
45,64,67,94,110,1
6,18,45,49,113,1
11,44,49,51,72,1
44,72,83,106,113,1
10,51,62,111,113,1
44,77,83,106,111,1
3,6,34,61,83,1
0,61,65,73,77,1
26,34,47,74,113,1
0,47,61,100,111,1
61,70,72,77,106,1
34,44,49,71,111,1
3,52,71,83,111,0
44,65,74,77,113,0
15,62,70,107,111,1
6,10,34,62,106,1
0,71,73,77,107,1
43,51,70,71,101,1
51,71,73,111,120,1
46,62,67,71,85,1
26,45,67,94,119,0
34,42,51,63,71,1
70,74,75,110,113,0
30,62,64,71,79,1
7,30,61,70,73,1
43,61,77,88,101,1
18,42,55,61,62,1
9,64,79,83,94,1
18,47,61,64,74,1
51,61,78,83,106,1
0,3,26,32,83,1
0,4,32,67,79,1
0,20,29,71,106,1
28,53,62,78,107,1
1,62,78,83,120,0
3,61,83,84,120,1
30,43,77,88,96,1
30,58,61,70,84,1
2,59,87,107,121,1
67,72,88,110,121,0
0,47,51,61,73,1
2,4,71,84,101,0
4,64,84,97,122,1
26,34,51,99,106,1
0,72,83,97,99,1
4,30,61,64,119,1
28,51,58,64,72,1
14,61,63,70,83,1
28,30,34,39,111,0
20,51,78,97,99,1
29,51,83,97,99,1
10,34,51,62,106,1
29,62,83,99,116,0
19,40,42,57,110,0
25,30,43,72,88,0
30,51,78,94,99,1
4,51,72,97,104,1
32,34,51,97,101,1
32,37,41,68,79,1
51,61,72,104,106,0
20,41,94,95,99,1
19,57,68,82,86,1
34,52,87,100,101,1
36,52,57,62,68,1
32,34,87,94,101,1
29,36,62,69,106,0
49,68,83,99,119,1
7,30,58,97,116,1
0,3,8,32,34,1
26,58,68,83,96,0
16,29,47,97,112,1
7,30,86,94,116,1
47,83,96,97,109,1
32,37,41,57,109,0
3,24,34,84,85,1
0,41,73,77,99,0
20,61,63,67,87,1
12,24,62,89,95,1
7,19,32,57,93,1
32,43,84,95,120,1
4,6,7,32,107,1
49,89,99,105,109,0
34,43,61,75,95,1
12,32,49,95,119,0
37,50,85,97,108,0
5,32,51,69,99,0
4,13,31,42,45,1
5,19,37,40,45,1
19,21,63,68,91,1
42,85,97,101,118,1
1,14,16,32,50,1
14,30,68,85,91,1
1,7,32,70,104,1
8,14,37,41,116,1
19,40,42,94,104,1
14,50,85,93,111,0
6,45,60,62,90,1
1,8,42,47,50,0
19,40,78,91,104,0
5,40,42,45,94,0
1,16,47,104,113,1
40,42,46,91,98,0
16,30,33,104,121,0
19,30,34,35,40,1
60,68,84,91,117,0
19,59,83,101,114,1
55,68,73,83,96,0
31,35,69,83,104,1
30,35,60,85,104,1
0,34,35,104,120,1
14,31,37,41,83,1
12,19,69,104,118,1
30,41,69,71,120,0
12,31,55,83,121,0
0,37,64,83,99,1
0,12,83,104,112,1
11,45,83,87,110,1
61,62,69,83,111,1
30,77,81,110,112,1
30,77,93,99,101,0
8,16,71,104,117,1
8,31,36,37,40,1
8,42,55,83,117,1
8,16,40,49,89,0
3,23,26,55,104,1
3,26,55,64,83,1
8,71,83,110,119,1
41,62,83,104,110,1
20,41,67,86,104,1
26,30,52,96,119,1
8,28,71,83,119,0
2,55,83,105,110,1
30,62,99,105,119,1
7,26,30,52,96,0
13,14,62,64,104,1
2,8,79,90,117,0
9,14,30,55,105,0
3,30,64,104,113,0
62,102,107,111,118,1
14,62,86,107,112,0
4,30,48,91,108,1
30,52,77,85,91,0
20,27,48,57,91,1
25,55,77,105,106,1
6,26,45,62,83,1
36,62,83,91,108,0
2,30,48,55,61,1
48,49,55,72,119,1
2,4,26,61,119,1
27,48,61,66,89,1
4,18,30,48,61,1
35,48,55,72,119,1
41,71,91,102,105,0
14,59,61,89,119,1
18,47,51,99,119,0
33,47,62,104,105,1
7,33,45,74,104,1
45,67,70,90,100,1
2,30,57,97,115,1
45,74,79,85,90,1
3,33,46,50,83,1
45,46,58,83,92,1
5,13,33,92,96,1
4,67,77,90,117,1
5,47,78,86,97,1
33,47,61,89,102,1
7,47,59,72,82,1
7,16,46,61,71,1
18,41,61,64,115,1
43,79,83,90,118,1
45,51,64,90,94,1
16,51,59,61,72,1
13,16,30,46,61,0
7,14,47,62,119,1
12,57,58,92,104,1
2,43,57,62,83,1
35,62,65,83,92,1
2,7,43,83,102,1
27,31,45,62,83,0
20,70,91,104,106,0
49,72,85,92,104,0
10,32,44,60,121,0
4,23,30,42,115,0
12,29,44,62,72,1
44,58,61,72,107,1
44,64,72,107,121,1
1,64,72,83,107,1
8,16,40,107,121,1
30,36,58,61,102,1
30,64,81,101,110,0
12,29,44,75,94,1
1,18,36,43,117,1
18,36,50,54,64,1
29,32,62,70,115,0
13,61,70,72,104,1
45,61,64,70,115,1
12,16,61,65,107,1
61,73,79,92,95,1
86,90,99,101,111,1
4,12,29,44,108,0
30,45,74,102,120,0
20,36,64,72,82,0
30,33,57,58,61,0
7,30,33,65,106,1
30,37,61,65,79,1
11,79,92,100,115,1
32,33,65,73,107,1
16,30,43,45,47,1
32,73,83,85,90,0
6,32,59,72,83,1
33,50,64,107,115,0
0,1,16,51,115,1
7,37,70,109,115,0
14,24,61,68,83,1
0,27,44,85,94,1
8,44,73,80,83,1
30,54,70,96,102,1
9,16,57,80,83,1
44,57,73,77,83,1
6,10,32,106,120,1
6,10,24,27,83,1
6,8,30,103,106,1
54,72,80,111,120,1
6,27,32,80,93,1
15,30,34,80,117,1
7,16,30,64,106,1
44,61,72,83,96,1
0,44,65,83,106,1
6,15,72,80,120,1
9,27,32,93,111,1
30,34,80,94,117,1
6,58,72,81,83,0
6,57,61,80,83,1
27,33,52,93,122,1
55,80,107,111,114,1
53,66,68,80,102,1
27,30,44,96,111,1
30,44,52,80,101,1
16,32,34,83,94,1
3,30,33,45,103,1
32,60,72,93,117,1
27,62,80,111,120,1
16,30,96,102,121,1
2,30,34,54,60,1
9,27,80,83,111,1
16,52,57,80,83,1
0,32,33,93,99,1
16,24,27,51,61,1
8,33,52,65,83,1
8,15,30,42,80,1
6,45,83,106,115,1
6,13,61,65,83,1
0,33,39,65,67,1
27,36,40,42,61,0
27,72,83,94,111,0
12,32,93,101,105,1
34,44,80,101,106,1
13,27,30,34,117,1
23,32,62,72,120,1
52,57,93,106,120,1
8,30,33,52,60,1
8,30,34,94,117,1
9,52,57,83,120,1
0,33,51,52,62,1
24,33,57,106,120,0
6,8,32,34,73,0
0,30,33,64,71,1
16,32,64,65,93,1
9,16,30,47,119,0
30,52,62,64,77,1
0,8,33,62,93,1
12,18,33,34,61,1
7,29,34,64,121,1
45,53,59,64,83,1
23,30,44,99,110,1
30,44,61,110,115,1
33,83,94,105,115,0
2,7,30,33,53,1
18,45,53,60,68,1
27,53,80,105,110,0
7,34,52,65,115,1
7,53,64,65,115,1
45,53,60,68,114,1
18,64,96,110,117,1
52,62,64,72,115,1
44,53,95,111,115,1
44,52,61,101,115,1
30,96,102,106,117,1
0,18,33,62,65,0
33,45,74,111,115,0
0,18,33,72,114,1
7,13,32,60,68,1
77,108,110,114,115,1
7,54,72,115,117,1
8,64,83,110,111,0
30,45,62,64,77,0
26,30,52,64,104,1
7,29,45,77,91,1
45,79,114,115,117,1
30,46,52,62,77,1
16,30,62,64,72,1
7,13,29,45,77,1
30,53,62,72,77,1
9,28,80,115,117,1
16,77,104,110,115,1
3,29,77,92,113,0
26,86,104,111,114,1
3,18,79,108,117,1
3,32,104,108,120,1
18,54,75,90,111,1
60,64,84,105,114,1
28,32,69,116,118,1
4,35,41,83,108,1
41,64,90,97,118,1
3,9,104,118,120,1
9,16,49,83,118,1
9,16,18,47,49,1
2,52,57,62,75,1
0,45,49,83,115,0
57,64,75,85,99,1
16,31,106,115,118,1
2,35,45,84,108,1
9,29,33,49,71,1
6,29,32,52,64,1
62,90,95,118,122,0
9,18,28,86,111,1
8,50,55,89,97,1
27,28,31,33,99,1
27,28,31,32,64,1
32,55,57,64,89,1
7,28,30,61,111,1
31,35,89,99,111,1
18,19,52,79,88,1
9,16,18,53,61,1
9,28,32,71,111,1
9,18,54,64,111,1
18,57,79,82,94,1
18,19,28,99,109,1
19,28,30,40,57,1
28,32,45,64,102,1
15,79,89,94,96,0
1,50,55,83,92,1
41,57,73,79,83,1
16,28,34,65,107,0
30,48,73,92,102,0
1,55,72,92,109,1
33,55,57,89,100,1
27,41,49,83,104,0
9,32,49,50,109,0
14,52,55,62,83,1
3,83,92,96,101,0
19,30,62,64,90,1
31,48,49,92,115,0
35,57,92,104,119,0
47,69,83,90,97,1
27,41,50,74,108,1
14,28,41,62,111,1
60,69,73,90,122,1
33,50,55,94,108,0
44,53,90,107,115,0
14,60,71,79,97,1
24,34,55,83,97,1
4,41,60,97,101,0
21,55,69,73,115,1
35,55,60,84,92,1
0,5,27,62,83,0
52,60,64,71,90,0
27,60,73,102,109,0
29,47,69,81,97,0
32,44,97,102,104,1
14,16,28,83,96,1
3,8,16,72,118,1
28,57,75,77,82,0
16,29,72,96,110,0
55,83,88,97,108,0
9,47,69,104,106,0
16,61,64,67,71,1
2,9,71,101,115,0
8,40,44,83,100,1
24,30,74,77,96,1
12,72,77,83,115,1
21,33,45,72,91,1
31,77,83,110,115,1
30,45,51,52,64,1
6,21,53,62,72,1
8,16,51,106,113,1
24,29,64,77,110,0
44,73,83,101,115,1
30,44,72,73,104,1
8,71,73,107,122,1
40,83,91,101,102,1
40,61,83,91,116,0
32,34,41,107,110,1
33,57,61,80,107,1
0,33,57,102,107,1
32,60,72,106,111,0
1,29,70,77,112,1
6,29,73,77,118,0
12,18,24,44,57,1
24,30,61,72,80,0
24,29,44,54,106,1
1,19,45,107,112,0
0,8,61,87,117,0
10,26,37,51,112,0
14,36,74,89,115,0
8,43,55,92,95,1
10,14,37,83,103,0
2,46,96,97,107,1
5,8,67,70,73,1
41,53,65,104,107,0
14,36,62,67,97,1
37,41,65,104,108,0
5,52,62,75,92,1
14,47,92,97,119,0
9,32,36,57,60,0
57,75,91,116,122,0
2,8,73,77,84,0
21,69,92,97,118,1
55,81,118,119,121,1
55,92,99,119,121,1
2,13,46,62,104,1
6,13,77,83,110,1
19,58,102,115,118,0
38,77,90,119,121,1
55,62,83,105,106,0
18,20,38,40,97,0
33,55,61,77,92,1
5,33,52,92,99,0
27,36,89,108,110,1
21,26,36,61,99,0
6,13,61,74,118,0
20,47,67,106,119,0
16,51,53,72,77,0
2,67,74,102,115,1
2,18,27,96,121,0
1,33,47,57,120,0
61,64,68,74,80,1
17,68,77,92,104,1
20,30,64,77,110,0
30,47,58,87,111,0
55,68,80,83,104,1
17,26,45,68,83,0
47,55,58,68,92,1
31,90,92,93,111,1
25,35,40,61,84,1
23,47,73,89,101,0
25,37,41,90,96,1
26,33,61,110,115,1
25,27,41,72,97,0
31,40,57,74,83,0
2,55,77,92,104,1
32,60,88,90,104,1
2,30,32,61,62,1
33,55,103,110,118,1
31,33,61,99,111,1
30,33,49,99,118,1
27,55,92,117,119,0
8,37,41,110,118,0
31,55,83,100,115,1
33,36,43,55,115,0
31,50,54,85,104,0
36,78,100,117,119,0
2,61,72,73,115,0
0,47,57,86,89,1
6,57,71,83,106,1
18,61,68,71,89,0
6,71,77,92,106,1
6,63,67,81,102,1
53,64,67,77,92,1
33,62,92,95,102,1
33,67,71,74,115,1
21,71,80,105,106,1
40,61,65,92,121,0
41,77,83,95,121,0
18,26,41,81,118,0
31,67,80,92,99,1
6,34,68,80,110,0
47,62,67,70,102,0
14,58,67,84,85,0
8,41,51,53,80,0
6,57,60,99,115,1
0,26,41,86,96,0
40,43,54,67,120,1
68,71,80,92,101,1
41,42,95,96,100,1
3,6,16,71,101,1
28,41,45,64,83,1
36,40,42,63,95,0
42,45,83,117,121,0
14,41,77,83,104,0
47,60,69,72,106,0
26,50,92,99,104,1
29,32,45,48,64,1
16,38,61,84,89,0
16,50,99,102,104,1
32,42,71,96,104,0
3,48,50,57,104,0
32,37,44,60,84,1
24,33,35,72,112,1
11,38,40,44,73,0
41,69,84,86,92,0
7,32,37,41,67,1
6,15,27,50,60,0
24,29,32,35,92,1
3,27,33,67,80,0
33,39,57,92,102,0
5,16,83,115,121,1
57,58,61,79,89,0
6,11,32,38,104,0
57,65,79,96,121,1
44,72,74,83,113,0
15,33,61,77,108,1
7,15,33,50,61,0
15,18,33,72,106,1
15,33,35,89,115,0
16,26,65,72,81,0
26,34,41,72,81,0
26,36,40,81,111,1
12,26,111,114,119,1
8,18,81,98,122,0
18,56,77,99,122,1
18,26,56,58,72,0
8,15,38,45,122,1
8,15,23,77,92,0
32,34,38,81,102,0
12,18,41,102,113,1
27,68,75,77,99,1
8,27,39,119,122,0
18,87,102,117,122,1
18,100,101,102,119,1
8,61,75,99,119,1
68,75,77,90,99,1
18,22,61,75,77,1
49,87,90,102,119,0
18,100,102,104,119,0
18,20,22,45,75,1
9,16,22,87,122,1
18,26,102,117,119,1
16,20,30,61,122,1
9,16,22,98,122,1
16,24,26,73,122,1
7,16,22,98,117,0
18,22,81,89,96,1
16,26,30,61,122,1
16,22,43,85,96,0
26,33,42,77,110,0
7,56,68,81,115,1
16,56,99,113,115,1
8,45,56,69,81,1
21,56,61,81,102,1
22,61,68,80,107,1
9,21,68,80,102,0
57,68,98,99,101,0
12,93,97,98,101,1
7,18,32,81,107,1
50,54,97,98,117,0
14,22,75,105,115,0
21,34,91,99,107,1
19,32,34,73,107,1
7,21,30,32,61,0
19,34,45,100,107,0
22,40,81,87,107,0
34,68,81,89,101,0
33,34,35,40,107,1
40,56,69,98,106,0
35,56,60,72,120,1
19,24,26,32,62,0
12,16,40,61,81,0
34,61,91,107,120,1
16,27,45,60,61,0
18,24,72,83,91,1
33,56,72,73,83,0
8,63,89,107,120,1
14,45,47,61,107,1
18,22,24,48,50,0
7,14,34,81,107,1
24,61,62,107,120,1
14,64,81,99,107,0
7,45,63,78,120,0
9,16,40,72,104,0
16,61,67,76,93,1
33,54,67,81,96,1
8,16,29,40,81,1
29,33,35,40,112,0
8,33,62,67,90,1
40,61,88,107,113,0
8,33,40,67,81,0
7,30,33,34,62,1
5,29,50,81,92,0
30,45,76,86,109,1
18,20,56,86,113,0
6,22,54,67,86,1
7,48,60,67,99,1
16,47,54,67,110,1
8,29,33,62,76,1
7,20,67,93,120,1
16,50,61,67,76,1
16,56,60,86,110,1
16,26,30,32,86,0
16,29,47,62,90,1
29,47,88,90,93,1
29,33,76,93,113,1
29,33,47,62,122,0
19,22,67,86,93,1
19,22,60,67,86,1
18,34,62,72,102,0
7,26,56,62,120,0
16,76,87,104,110,0
6,9,34,45,67,1
13,25,37,45,56,1
16,34,49,50,107,1
47,55,61,88,107,1
9,25,45,47,107,1
19,56,86,90,107,1
6,9,13,50,107,1
19,22,47,67,88,1
22,25,47,56,67,1
25,28,29,47,56,1
45,47,56,88,110,1
25,32,55,61,107,0
22,28,67,72,88,1
19,22,29,37,122,0
8,62,67,88,93,1
61,67,76,80,88,0
8,28,30,33,40,1
34,47,48,78,104,0
12,16,47,62,107,0
32,47,56,63,88,0
15,20,42,58,104,0
26,42,64,86,121,0
30,64,70,94,99,1
15,26,32,45,70,0
6,26,34,50,94,0
42,47,58,84,104,0
20,29,47,86,120,0
20,24,49,70,95,1
15,47,69,84,120,1
24,36,70,81,84,0
6,14,47,67,91,0
15,36,69,84,86,0
20,42,84,89,121,0
30,58,88,95,121,1
15,26,95,102,120,0
14,35,81,85,88,0
20,29,35,70,93,0
24,70,72,82,97,0
30,88,97,118,119,0
36,43,46,52,104,1
19,37,66,104,109,1
0,19,53,102,104,1
15,33,40,53,72,1
18,25,53,109,113,1
36,55,70,73,104,1
15,16,36,52,90,1
8,15,16,61,72,1
20,40,48,91,104,0
15,48,55,72,104,1
40,48,91,102,104,0
33,48,53,72,104,0
29,36,46,49,113,0
33,35,72,102,104,0
54,62,64,87,112,0
36,37,41,46,122,0
7,84,97,104,111,1
25,61,84,97,100,0
10,14,36,54,62,0
16,34,40,72,91,1
12,14,37,41,111,0
11,29,33,50,62,1
7,29,32,52,109,1
19,59,66,70,110,0
11,29,40,100,109,1
33,34,40,72,110,1
16,31,40,52,106,0
7,16,40,49,72,0
16,40,62,83,90,1
32,34,50,107,113,1
29,62,70,101,104,0
29,50,97,112,116,1
11,29,97,109,113,0
54,83,90,104,116,0
0,9,33,83,104,0
14,32,49,116,119,0
37,52,72,111,112,1
8,19,32,52,104,1
33,79,91,102,104,0
11,29,33,37,61,0
7,16,37,55,107,0
8,15,19,55,97,1
32,36,86,97,112,0
0,16,19,39,97,1
48,69,83,86,97,1
8,19,37,59,111,0
0,19,50,97,109,0
3,33,34,40,72,0
29,7,40,83,100,0
3,11,55,83,119,0
40,41,65,91,104,1
16,30,65,94,104,1
48,62,69,104,119,0
19,30,61,88,91,0
7,26,61,83,115,1
2,7,30,59,94,0
16,26,62,115,118,1
61,62,64,72,83,0
30,66,70,74,115,1
2,45,72,84,97,1
55,70,72,73,87,0
64,72,81,84,115,0
10,36,73,83,115,0
3,29,64,84,115,1
30,61,74,83,115,0
21,46,49,71,92,0
65,16,70,86,90,0
0,35,52,83,92,0
26,32,35,70,118,1
0,16,26,40,47,0
14,45,70,106,119,0
14,29,50,70,97,0
31,32,74,88,118,0
1,16,30,65,104,0
16,20,35,95,104,0
16,18,43,50,92,0
3,8,57,70,120,1
8,26,32,52,64,1
33,43,59,67,79,1
52,57,75,92,121,0
33,45,62,72,83,0
29,36,44,91,108,0
44,49,64,67,102,1
8,32,58,68,75,0
14,32,58,85,92,0
45,57,70,91,107,1
16,64,67,74,102,1
3,12,23,72,120,1
29,45,72,91,92,0
16,32,74,107,112,1
23,36,49,64,67,0
35,57,68,75,115,1
2,29,36,46,121,1
24,27,35,68,75,0
36,49,59,68,72,1
8,36,68,91,96,0
36,50,54,72,102,1
18,36,43,61,117,1
35,36,46,50,107,1
3,12,14,83,120,1
18,36,39,72,121,0
36,45,46,73,120,0
37,72,79,95,96,0
36,62,64,72,104,0
35,36,45,75,102,0
57,68,75,91,115,0
5,60,91,110,120,1
12,29,44,50,117,1
27,29,85,86,112,0
8,27,60,70,96,0
7,50,70,72,106,1
2,29,32,101,106,1
18,44,45,102,106,1
12,29,32,85,90,1
12,29,44,50,65,0
3,18,70,106,117,0
7,70,82,99,105,1
7,12,29,44,62,0
27,32,64,75,120,0
8,36,82,105,115,1
12,17,44,59,67,1
6,36,61,82,115,0
36,49,85,90,115,1
16,32,36,74,84,0
7,9,45,70,105,0
8,48,80,82,105,1
30,33,65,99,110,0
3,77,83,107,117,1
17,36,67,108,115,1
36,65,72,115,121,0
7,36,50,72,91,1
14,36,61,83,106,0
40,43,84,89,105,0
57,68,75,80,91,0
12,14,36,82,83,0
21,44,57,94,96,0
6,32,72,94,107,0
27,32,64,75,79,0
11,37,90,111,114,0
0,15,19,24,111,0
15,24,80,102,107,1
21,27,42,46,80,0
11,24,30,43,55,0
30,33,53,59,114,0
21,42,49,72,115,0
27,36,57,104,120,1
33,43,50,72,83,0
6,15,36,57,80,0
5,25,50,73,75,0
5,24,70,75,82,1
7,33,75,110,115,1
7,18,45,73,120,1
21,25,40,100,115,1
24,25,75,110,115,1
19,40,41,46,121,1
3,15,41,77,120,1
7,70,108,110,118,0
36,44,62,67,80,1
19,24,57,89,100,0
18,19,57,71,106,0
25,62,67,96,115,1
3,19,46,67,115,0
0,25,30,43,91,0
9,24,70,83,110,1
44,57,62,85,115,1
9,62,70,77,83,1
14,70,83,110,115,0
24,58,64,67,115,0
3,24,70,83,84,1
21,24,61,70,115,0
21,36,73,77,101,1
9,44,85,118,121,1
32,36,62,66,107,0
9,33,45,51,100,1
9,25,40,51,62,0
9,25,58,80,85,1
27,33,85,110,115,0
24,51,66,85,106,1
9,51,61,70,118,1
9,25,73,77,85,0
14,70,81,83,106,1
14,25,57,83,106,1
24,70,83,108,121,1
44,57,58,83,115,1
21,44,73,115,118,1
43,44,57,83,96,1
43,51,57,70,71,1
21,32,101,110,120,1
36,51,57,81,117,1
19,26,43,51,57,1
70,73,77,81,107,1
32,64,70,73,107,0
0,24,62,77,101,0
36,43,44,77,107,0
19,26,51,110,115,1
19,21,43,57,60,1
3,36,107,113,115,0
37,40,85,101,107,1
5,36,43,51,115,1
2,14,96,107,121,1
36,60,74,96,101,1
2,90,96,107,121,1
21,70,106,108,115,1
36,60,96,101,121,1
36,43,57,60,77,1
19,51,57,90,99,0
57,60,70,73,96,1
37,70,83,101,115,1
5,49,77,85,120,1
7,37,42,57,92,1
14,36,60,67,121,1
5,36,60,84,97,0
36,43,46,77,83,0
14,55,73,85,92,0
0,57,60,100,101,1
51,70,77,101,106,1
2,60,101,104,106,1
5,62,75,77,120,1
5,58,60,75,120,1
25,57,60,63,77,1
2,18,35,46,96,1
14,18,28,40,60,1
18,40,57,58,85,0
24,57,60,115,121,1
57,60,101,116,121,0
5,36,58,104,107,1
2,5,18,49,113,1
35,36,40,67,105,1
60,83,101,105,110,1
2,40,60,67,121,1
21,70,73,77,101,1
51,77,101,105,110,1
36,60,90,104,121,1
7,70,73,107,113,1
5,51,77,105,110,1
2,92,101,113,121,0
2,21,35,55,113,0
14,28,83,104,116,1
35,36,46,75,84,0
49,55,83,104,113,1
3,14,36,40,104,1
0,47,62,77,104,1
14,18,60,62,77,1
49,60,70,77,84,0
21,27,28,36,99,1
26,36,43,57,60,0
35,36,57,75,99,1
36,53,70,104,115,0
32,57,60,74,92,1
7,36,77,104,110,1
36,87,101,104,121,1
25,37,57,99,104,0
14,27,36,87,94,0
67,97,113,115,116,0
5,51,57,75,100,0
24,45,74,104,119,1
24,70,73,92,101,0
38,50,57,75,100,1
20,25,32,62,104,0
21,27,40,49,119,1
27,45,51,74,119,0
42,50,57,100,107,0
2,21,57,108,121,0
40,51,55,75,110,1
28,51,77,85,101,1
2,57,60,118,121,1
51,77,83,100,108,0
21,55,104,106,119,1
47,57,70,75,94,0
36,40,57,60,97,0
27,38,53,75,81,1
21,55,73,75,104,1
5,38,40,60,99,1
27,38,50,75,99,1
47,67,70,99,102,0
27,60,100,101,119,1
24,35,50,55,85,1
2,5,60,100,104,1
38,53,75,99,108,0
35,38,40,66,119,0
47,51,57,60,110,1
5,21,50,51,73,1
27,83,85,97,119,1
28,50,51,83,84,1
53,60,70,77,102,0
5,73,83,85,118,1
2,27,38,49,96,1
51,61,72,77,83,1
5,38,75,77,106,1
20,38,77,100,104,0
2,38,55,61,77,1
60,84,85,100,119,1
15,38,40,55,75,1
40,55,74,75,104,1
55,60,66,77,104,1
44,77,83,97,104,0
21,40,73,85,101,0
47,51,57,62,69,0
5,19,45,58,118,0
25,57,75,106,115,1
44,60,84,96,100,1
5,38,75,81,100,1
9,16,35,83,115,1
51,57,61,113,119,1
5,38,62,80,119,1
38,55,62,104,115,0
9,50,51,75,100,1
7,9,38,51,106,0
25,72,75,95,100,0
6,30,66,97,115,1
6,17,37,57,60,0
2,17,35,95,111,0
9,57,60,85,96,1
9,32,37,44,83,1
6,21,37,72,80,1
9,53,60,85,104,1
37,40,44,51,66,1
5,6,37,75,115,1
6,21,32,55,61,1
6,21,55,84,115,1
80,84,85,97,111,1
7,38,53,66,111,0
37,69,85,96,101,0
32,60,99,101,119,0
6,9,96,107,117,0
40,41,51,57,58,0
60,85,104,111,115,0
41,57,81,92,97,0
6,9,41,57,96,1
32,66,92,97,117,1
25,32,55,92,104,0
30,35,50,68,83,0
18,66,92,100,104,1
41,45,51,66,110,1
31,87,101,104,106,1
31,57,81,85,104,1
26,51,62,101,117,1
45,100,101,117,119,1
4,31,32,60,101,1
6,83,86,99,101,1
6,31,40,57,62,1
15,46,86,92,117,0
19,43,77,92,104,0
25,32,41,53,57,1
45,85,97,101,117,1
32,35,51,55,119,1
49,51,55,115,119,1
6,40,61,101,117,1
41,47,87,100,101,0
26,50,88,92,104,1
6,41,57,73,118,1
25,26,27,28,92,1
41,42,57,94,96,0
21,45,51,62,101,1
21,55,96,97,119,1
31,51,63,101,115,1
6,21,53,55,77,1
21,25,40,55,73,0
5,51,94,99,119,0
6,32,55,100,119,1
6,14,86,117,121,1
32,36,57,92,106,1
6,32,71,73,95,1
36,41,90,96,97,1
32,61,62,71,117,1
6,50,53,57,75,1
38,41,46,96,106,1
6,21,61,71,108,0
6,8,61,86,90,1
40,61,73,84,117,1
18,27,71,81,87,1
14,32,36,101,117,1
51,57,61,62,77,0
36,40,95,99,105,1
6,62,66,81,105,1
6,27,36,73,84,0
32,67,71,85,97,0
6,32,81,101,105,0
6,45,57,58,92,1
36,77,95,105,106,1
45,80,83,84,105,0
80,85,99,105,108,1
66,80,85,106,117,1
62,68,80,92,95,1
36,80,81,95,105,1
28,41,46,51,96,1
5,6,35,50,92,1
42,47,66,74,117,0
6,50,61,83,84,1
50,51,57,62,85,0
6,15,45,60,99,1
6,25,32,57,106,1
42,53,57,68,80,1
18,20,42,61,80,1
25,28,61,71,80,1
6,32,36,61,95,1
5,6,45,60,99,1
6,14,32,80,83,0
3,40,41,57,85,1
5,32,42,89,100,0
24,55,87,99,119,1
68,84,87,99,110,1
18,24,33,92,106,1
6,41,45,57,110,1
3,6,45,55,60,0
6,32,41,61,84,1
20,32,33,41,61,0
25,26,27,33,99,0
15,35,38,85,96,0
18,44,66,96,104,1
6,15,38,50,55,0
6,27,84,97,98,1
6,72,73,84,117,1
18,44,96,99,108,1
8,44,87,96,104,1
26,44,83,96,104,1
33,44,66,96,110,1
3,6,41,45,84,1
36,44,57,104,106,1
36,44,57,104,118,0
26,44,84,99,119,0
27,61,87,98,113,0
15,32,44,75,99,1
3,41,87,96,108,1
41,57,58,72,83,1
68,72,83,99,101,0
