hero1,hero2,hero3,hero4,hero5,result
0,77,91,102,105,1
47,69,85,99,105,1
28,45,66,104,119,1
25,55,105,108,113,1
11,28,83,113,119,1
25,31,45,69,91,1
25,28,77,101,109,1
28,50,111,113,119,1
28,31,39,69,77,1
0,25,32,37,77,1
9,26,55,102,119,1
25,28,90,99,105,1
25,46,74,89,96,1
0,48,77,91,102,1
0,35,48,77,122,1
26,46,71,85,86,1
28,31,46,55,111,0
37,41,45,51,66,1
5,28,85,96,105,0
26,69,80,91,120,1
25,63,71,81,119,1
14,48,49,81,83,1
0,4,32,48,119,1
28,83,105,108,113,1
20,45,81,108,119,0
0,31,37,39,83,1
55,69,71,104,105,1
0,26,28,45,48,1
0,26,28,77,105,0
37,41,83,96,102,0
0,4,32,48,104,0
7,37,41,83,113,1
26,55,77,83,119,0
48,57,58,72,77,1
20,51,95,106,115,1
14,36,43,83,110,0
20,67,97,115,119,0
7,30,51,61,81,0
35,46,48,75,77,1
0,9,83,86,116,0
37,46,50,68,75,0
48,62,72,83,115,1
24,61,65,67,68,1
14,28,45,68,75,1
24,30,35,85,102,1
14,35,68,75,81,1
12,24,32,48,72,0
24,46,48,62,67,1
57,61,62,68,75,0
27,57,61,68,75,1
5,35,68,89,99,1
24,48,63,67,102,1
14,25,35,50,81,0
35,68,69,75,77,0
14,35,39,68,83,1
14,49,77,85,87,0
18,29,47,49,64,0
68,83,96,99,109,0
77,43,67,85,108,0
48,49,67,96,102,0
14,39,62,68,118,0
14,61,62,68,89,0
24,46,57,75,85,1
68,69,86,88,91,1
7,57,60,67,88,1
2,23,32,95,109,0
7,12,77,105,115,0
46,60,61,68,99,1
14,39,60,62,119,1
42,61,75,108,115,1
24,27,48,65,67,1
27,39,44,69,115,0
14,27,43,48,60,1
43,45,46,68,119,0
74,83,101,115,119,1
14,32,42,60,63,1
60,68,74,96,108,1
14,48,60,61,77,1
24,40,72,85,121,1
30,32,44,86,112,1
28,39,60,68,69,0
49,51,57,60,86,0
27,39,83,85,115,1
70,72,75,82,96,1
8,27,48,62,83,1
19,45,47,57,68,0
31,50,57,108,115,1
23,62,68,107,108,1
61,68,72,75,115,0
39,50,70,74,108,0
7,23,48,57,72,0
27,44,46,75,100,0
50,62,68,81,108,1
30,48,72,82,99,1
50,57,68,91,96,0
32,8,18,75,82,0
32,46,48,67,106,0
0,27,62,72,120,0
14,48,62,99,107,0
14,24,62,70,104,0
23,45,48,74,107,1
27,30,32,48,91,1
36,37,50,67,102,0
26,36,62,82,83,1
39,46,70,74,83,0
24,30,54,72,85,0
14,70,71,83,100,1
32,36,83,86,108,0
26,32,36,93,101,1
32,66,92,96,110,1
8,32,47,70,107,1
25,27,31,63,82,1
32,44,62,71,107,1
32,60,61,72,85,1
14,48,82,83,99,1
27,36,57,82,83,0
25,32,36,72,91,1
57,60,85,100,115,1
25,36,43,57,96,0
26,32,35,48,83,0
61,62,70,107,108,1
24,32,36,100,107,0
48,57,60,74,80,1
14,85,100,111,113,1
27,30,32,48,81,1
47,57,61,70,108,0
32,36,72,74,107,1
14,100,107,111,113,1
45,58,70,107,111,1
60,85,100,102,115,0
36,45,72,82,108,0
57,58,70,90,111,0
8,57,58,75,111,1
32,36,62,72,107,1
25,45,57,91,107,1
14,37,41,85,96,1
32,46,53,85,89,1
14,75,105,106,122,1
30,32,42,65,74,1
44,46,61,96,104,0
25,36,66,99,110,0
14,45,75,100,111,1
32,45,58,70,111,1
53,57,75,80,85,1
27,45,83,85,100,0
100,107,111,112,113,0
14,32,36,50,110,1
14,83,96,110,120,0
48,57,58,75,77,0
6,17,32,72,106,0
32,33,64,107,110,0
23,36,54,107,113,0
25,27,57,60,110,0
27,60,61,72,105,1
17,32,36,80,110,1
6,30,61,80,94,1
8,53,75,99,105,1
8,27,60,94,105,0
3,25,27,83,101,1
32,36,54,57,83,1
25,32,53,57,85,0
57,61,68,75,96,1
14,32,36,74,83,1
3,8,27,31,60,0
25,27,63,83,101,0
14,53,68,83,113,1
60,61,62,66,85,1
27,45,53,107,111,0
36,72,83,91,122,0
14,25,27,83,94,0
24,25,30,62,114,1
57,83,85,110,118,0
18,24,61,87,114,0
29,32,35,75,114,0
11,17,58,85,111,0
45,57,62,75,83,0
25,57,75,100,115,1
30,66,100,115,120,1
0,57,61,75,100,0
7,25,30,74,115,1
25,27,30,53,64,0
25,32,57,63,75,1
6,62,75,111,115,1
8,53,75,80,83,0
14,25,32,75,100,1
32,46,60,63,85,1
25,30,62,80,101,1
6,30,32,100,111,1
75,77,90,100,111,1
57,89,100,111,115,1
30,57,70,99,100,1
25,30,57,63,93,0
30,60,85,100,115,1
30,48,64,77,100,1
3,26,27,75,105,1
42,57,60,62,115,0
35,45,57,68,75,0
31,57,87,100,122,0
8,64,75,99,105,1
24,25,26,30,63,0
14,73,75,77,105,1
3,6,32,64,75,1
29,62,64,79,105,1
17,33,77,91,107,1
6,7,30,94,115,1
25,64,77,83,100,0
5,75,94,105,115,1
7,62,105,107,115,1
6,7,29,62,115,1
7,25,30,62,115,1
6,26,62,75,115,0
29,30,62,109,115,0
7,29,32,94,116,0
32,43,55,60,85,0
26,29,61,92,120,1
20,24,67,94,120,1
49,67,96,108,120,1
20,24,94,104,120,0
25,28,55,75,104,0
9,29,47,62,120,1
18,28,108,109,122,1
29,46,62,75,99,0
47,62,69,104,120,1
47,83,97,108,109,0
41,83,90,97,122,1
8,35,41,60,92,1
8,35,41,99,107,1
9,25,55,67,73,1
35,61,66,83,92,1
12,18,35,41,79,1
9,43,55,79,120,0
35,67,75,115,120,0
6,57,75,100,122,0
23,26,60,94,96,0
9,35,69,96,118,1
69,83,91,116,122,0
31,35,60,66,92,0
9,18,74,83,104,1
40,41,46,97,118,1
46,61,62,69,83,1
7,61,69,83,96,1
2,13,92,94,107,0
2,35,79,108,118,0
7,41,61,99,104,1
47,62,67,69,92,1
46,55,70,89,110,0
35,57,69,75,99,1
9,62,67,92,118,1
9,47,69,83,97,1
24,61,69,83,99,0
9,24,28,109,118,1
30,35,61,75,92,0
29,35,41,80,102,1
18,20,35,92,120,0
30,73,92,109,115,1
47,69,73,83,90,1
5,49,75,99,107,1
41,47,73,75,108,1
24,57,75,83,121,1
5,25,28,50,99,0
31,47,60,90,94,1
14,47,49,69,83,1
4,89,90,109,115,0
24,29,57,75,94,1
9,31,73,92,118,1
28,55,57,89,111,1
41,50,61,90,94,1
5,32,49,75,89,1
31,32,57,60,73,1
9,24,92,94,118,1
9,24,29,35,111,1
7,30,35,41,45,0
41,83,90,92,121,1
24,43,57,83,92,0
5,31,75,94,122,0
66,73,89,90,109,1
41,47,85,97,108,1
5,29,35,40,75,0
31,41,47,66,97,1
41,60,80,84,97,1
8,31,92,94,115,1
8,31,35,47,69,1
9,62,69,115,118,0
9,69,97,115,118,1
46,47,83,92,121,0
57,92,100,105,115,1
18,32,49,90,92,0
24,31,57,92,100,0
41,53,66,71,121,0
28,32,57,60,111,1
9,35,69,83,115,0
31,57,60,73,99,0
8,47,69,97,118,0
60,75,84,96,97,1
8,49,75,107,115,1
17,18,47,66,83,1
28,40,50,66,109,0
29,36,80,97,108,1
34,75,83,97,115,1
50,70,90,94,96,1
41,49,66,107,122,1
14,70,71,83,97,0
15,32,60,68,97,0
28,29,90,96,109,1
0,28,66,71,83,1
15,36,68,97,115,1
17,31,36,90,96,0
15,66,68,100,111,0
24,28,30,57,70,1
7,70,99,106,118,1
11,12,30,50,106,1
11,28,47,57,85,1
11,30,54,106,115,0
11,12,34,36,77,0
7,18,43,47,75,1
12,24,57,60,67,1
57,58,75,87,115,1
28,86,87,101,120,1
18,47,66,117,120,1
47,66,85,107,110,0
0,15,77,87,100,1
10,40,57,87,110,1
7,89,109,115,117,0
10,29,86,101,117,0
31,57,81,86,87,1
0,27,72,87,121,1
45,62,72,118,120,1
72,96,117,118,120,0
29,36,72,86,121,1
29,36,72,74,80,0
62,72,75,83,96,1
7,75,87,96,121,0
27,43,70,107,118,0
36,81,107,115,117,1
0,27,61,83,99,0
7,29,37,100,115,0
8,29,36,43,50,0
75,84,87,115,121,1
25,46,53,61,118,1
9,36,53,106,115,1
6,53,57,77,100,1
72,75,87,96,121,1
0,47,53,84,106,0
46,75,77,107,121,1
31,53,72,77,100,1
29,53,57,77,106,0
2,15,36,43,77,0
57,58,80,85,92,0
36,64,107,115,117,1
30,61,75,108,115,1
29,61,65,75,115,1
3,36,84,107,115,0
24,25,57,119,121,0
31,32,60,72,117,1
9,45,72,75,83,0
57,60,107,115,117,0
0,1,61,87,115,1
31,32,67,72,100,1
47,61,70,72,87,1
43,67,72,86,87,1
62,67,72,75,96,0
27,46,75,100,107,0
24,43,54,75,87,1
0,8,60,61,115,0
1,31,43,87,96,1
61,67,87,90,115,1
12,36,43,77,87,1
1,31,37,67,115,0
0,32,61,72,118,0
8,24,26,51,94,1
13,23,39,53,67,1
20,24,32,67,94,1
24,53,67,96,102,1
43,57,86,87,92,0
18,90,92,97,115,1
26,29,57,92,121,0
21,31,35,86,102,1
5,24,92,94,104,1
18,20,21,43,104,0
13,18,24,53,115,1
20,84,94,115,116,0
24,26,40,49,51,0
20,24,29,62,104,1
24,46,53,67,122,0
31,71,90,92,94,1
18,20,92,104,110,0
18,26,86,92,110,0
31,43,89,90,96,1
18,26,36,104,110,1
18,26,31,50,94,1
35,50,57,75,105,1
29,31,47,49,102,1
14,35,50,75,105,1
21,35,90,99,105,1
13,26,36,72,110,1
8,18,86,94,105,1
13,24,31,36,43,0
13,51,94,96,105,1
14,47,75,105,110,1
26,51,71,105,110,1
13,25,46,53,83,1
14,49,50,105,122,0
12,14,18,50,53,0
18,47,102,110,116,1
25,67,94,99,102,1
0,35,47,51,110,0
46,49,51,96,105,1
31,35,47,70,90,0
24,67,99,102,121,1
12,31,51,94,96,1
5,14,47,51,75,1
25,67,86,94,102,1
5,24,51,99,102,0
14,85,92,100,115,1
12,49,85,92,115,1
25,28,67,99,102,1
0,15,47,49,51,1
12,13,18,92,94,1
47,49,51,54,105,0
24,51,67,73,102,0
26,29,35,36,115,1
14,36,87,94,104,0
12,14,35,36,85,0
21,35,90,92,99,1
13,32,36,43,85,1
15,31,51,110,115,0
2,29,99,102,121,1
0,14,21,35,47,1
2,26,29,35,99,1
21,57,75,77,100,1
21,27,57,92,94,1
2,21,57,94,99,1
2,29,58,77,102,1
21,62,70,90,99,0
21,26,58,77,92,1
47,67,85,94,99,0
57,62,75,77,92,0
26,49,67,75,96,1
2,29,77,100,102,1
2,35,50,57,96,1
26,36,43,67,115,0
21,31,49,50,57,0
2,20,29,32,106,0
2,27,43,51,57,1
2,27,36,94,96,1
0,50,57,75,110,0
51,96,100,102,119,1
26,27,35,92,119,1
2,27,43,45,50,1
2,27,36,77,94,0
2,19,27,102,117,1
11,33,40,58,102,1
51,94,96,102,119,1
2,21,45,57,58,0
26,35,36,50,119,0
20,27,38,51,58,1
17,27,36,38,96,1
2,32,51,53,102,0
13,18,38,47,99,0
2,27,36,55,77,1
29,55,69,77,102,1
2,40,51,58,102,0
72,90,99,117,119,0
29,51,55,61,113,0
36,55,67,96,102,1
27,33,38,100,122,0
27,36,82,89,108,0
8,26,38,53,85,0
17,18,20,27,38,0
27,58,88,89,96,1
13,51,75,77,121,0
3,29,36,50,57,1
36,43,87,101,115,1
11,25,26,27,100,1
21,25,27,58,102,0
17,36,57,75,96,0
13,27,42,60,74,1
10,29,50,58,78,0
29,57,73,77,113,0
7,37,60,69,77,0
25,50,81,84,85,1
30,88,96,97,102,0
25,27,44,72,99,1
25,44,61,80,84,1
44,61,68,72,86,1
25,44,90,94,115,1
30,55,72,80,88,0
44,68,99,101,106,1
46,89,94,96,105,0
27,50,75,85,97,1
44,88,96,97,101,1
25,28,44,86,101,1
8,25,33,61,80,0
25,72,97,101,115,0
9,25,38,50,61,1
6,9,44,100,115,1
27,51,69,81,99,1
20,67,95,105,106,0
28,66,67,85,99,1
27,51,69,86,97,1
31,35,36,101,115,0
27,36,66,117,119,0
51,72,86,91,101,1
28,66,72,81,85,0
9,51,103,110,120,1
27,36,75,77,97,1
3,9,72,85,115,0
9,72,85,103,117,0
27,36,40,69,91,0
31,86,94,101,117,1
30,54,80,104,112,0
45,58,101,105,117,1
31,46,61,100,101,1
25,26,81,99,117,1
7,30,31,58,117,1
25,30,45,92,94,1
26,31,100,115,117,1
30,31,38,62,86,1
25,94,99,101,117,1
17,31,32,92,101,0
25,30,45,89,100,0
28,31,51,99,101,1
31,66,81,97,117,0
38,41,58,96,101,0
21,30,31,65,94,0
55,88,92,104,115,1
18,27,28,55,92,0
32,61,92,100,101,0
9,51,58,61,96,0
33,51,55,61,80,1
33,54,61,94,115,1
47,57,69,83,110,0
8,31,35,50,117,1
25,61,86,104,111,1
11,26,50,51,104,0
30,47,61,62,92,0
22,73,80,83,90,1
6,24,72,115,121,1
36,66,80,81,117,1
24,28,57,107,119,0
11,24,38,74,77,0
3,48,57,77,85,0
6,26,80,99,107,1
25,47,72,81,102,1
20,35,38,67,81,0
7,24,36,72,82,1
8,27,36,43,117,0
24,26,36,82,107,1
25,62,80,101,117,0
25,30,54,80,121,1
6,7,30,113,121,0
6,24,57,72,73,0
24,25,72,75,121,0
6,24,72,99,121,1
24,42,74,95,96,1
26,72,80,88,121,0
35,36,57,115,117,0
24,81,101,107,117,0
36,96,101,106,117,0
20,36,95,99,117,1
13,28,92,95,115,1
32,41,57,73,92,0
11,36,101,115,117,1
61,68,81,83,95,0
22,72,92,99,121,0
9,24,30,68,80,0
13,67,80,92,99,1
43,45,89,92,101,1
9,32,36,62,101,0
8,61,83,101,103,0
20,36,43,67,80,1
11,73,92,101,118,0
13,67,80,81,88,0
6,83,96,101,121,0
25,46,62,92,99,1
11,25,62,92,99,1
25,38,54,99,117,1
20,67,73,92,96,0
36,47,49,83,95,0
47,70,72,117,121,0
25,58,75,80,101,0
6,32,38,99,101,0
18,38,81,104,113,1
36,38,40,84,104,0
27,38,49,68,99,1
15,32,36,39,92,1
27,36,83,110,115,0
25,27,36,49,71,0
18,26,36,52,113,0
26,29,36,44,100,0
18,38,40,49,84,1
17,27,32,38,68,0
6,49,72,77,101,1
15,27,33,38,50,1
6,24,29,40,104,1
27,60,77,79,104,0
20,29,77,79,99,1
18,27,36,40,43,1
26,36,43,115,119,0
57,61,92,100,104,0
27,38,61,78,99,0
35,56,81,105,113,1
54,81,83,104,118,1
7,43,105,107,113,1
11,64,80,104,118,1
22,51,73,115,116,0
56,81,94,101,116,0
56,77,105,108,117,0
62,72,81,104,116,1
8,33,61,77,104,1
61,33,56,81,122,0
35,50,64,104,116,0
32,57,61,79,94,0
29,77,81,99,116,0
12,22,77,81,116,1
11,24,67,100,119,0
24,67,92,94,115,0
38,50,57,119,121,0
22,38,49,72,102,0
25,49,56,77,102,1
25,30,62,76,80,1
22,73,80,87,109,1
24,49,56,69,80,1
72,73,92,109,113,1
26,30,62,80,109,1
35,56,69,76,113,1
23,56,76,100,102,1
56,62,83,102,113,0
67,70,76,80,117,0
28,30,80,92,114,0
15,57,92,99,107,1
54,56,62,109,115,1
30,41,57,86,91,1
30,50,106,114,119,0
30,41,77,91,113,0
30,43,48,54,113,0
34,49,99,107,109,1
56,57,62,92,93,1
66,83,86,107,115,1
15,76,93,107,109,1
34,35,92,93,107,0
30,48,76,100,104,0
57,62,79,92,109,1
18,43,57,77,87,1
25,62,102,107,113,1
41,47,56,81,114,1
15,57,77,92,109,0
30,54,62,76,120,1
62,83,107,114,115,1
24,43,76,107,109,1
30,62,76,115,120,0
18,36,54,62,77,0
27,53,85,105,110,0
1,11,35,68,87,0
27,68,81,83,84,1
58,81,83,111,117,1
27,34,81,83,95,0
26,29,71,73,109,0
14,42,63,85,93,1
45,55,73,87,88,0
6,23,55,73,112,1
58,73,79,84,109,1
14,23,35,42,58,1
31,58,73,84,88,1
63,81,83,84,109,1
87,27,42,81,84,1
14,35,36,39,42,0
14,36,52,58,70,1
5,24,36,62,87,1
23,27,42,43,55,1
23,42,71,73,84,1
43,45,55,87,120,1
14,62,81,85,87,0
8,31,43,71,83,1
31,54,71,87,101,1
14,43,48,77,107,1
8,43,48,102,107,0
11,84,87,99,100,1
10,31,45,83,84,1
3,23,101,104,107,1
20,42,45,62,107,0
10,11,14,36,58,0
10,36,58,83,101,0
11,27,30,62,83,0
6,29,71,97,101,0
36,43,71,75,97,0
3,29,45,48,55,0
3,23,81,97,109,0
20,48,77,97,100,0
55,70,73,77,102,1
58,70,77,104,106,0
20,48,100,102,104,1
20,45,70,104,106,1
11,45,70,104,106,1
8,53,71,83,109,0
7,29,36,43,58,0
20,31,45,53,70,1
29,48,54,58,77,0
20,36,45,48,73,0
31,52,70,77,102,1
53,54,77,83,97,1
53,70,97,104,110,0
93,97,102,104,106,0
20,43,71,83,107,0
44,53,66,77,107,0
7,58,66,70,106,0
32,36,44,49,97,0
15,25,86,87,117,0
29,44,52,79,97,0
7,43,97,102,104,1
26,36,43,80,87,0
32,46,81,87,109,1
25,45,49,81,104,1
14,31,65,87,100,1
43,81,87,101,109,1
46,62,87,104,109,0
7,24,31,54,70,0
31,46,61,62,64,0
11,42,49,70,77,0
6,26,36,100,102,1
26,36,73,81,85,0
6,77,100,102,107,0
5,28,52,87,109,0
43,47,69,87,110,0
34,71,81,85,87,0
36,45,94,97,116,1
0,1,7,30,106,0
1,32,34,42,84,0
26,30,32,36,62,1
30,51,70,71,106,0
11,25,81,87,94,0
7,47,81,87,107,1
26,29,36,96,97,0
42,46,58,81,84,1
30,65,70,81,99,1
47,58,65,70,84,0
20,62,84,99,120,1
42,61,62,84,107,0
30,47,71,77,111,0
27,43,46,64,87,0
0,7,30,32,62,0
20,29,42,58,106,1
20,47,58,70,84,1
4,7,26,32,64,0
25,26,62,79,104,0
0,14,47,81,83,0
36,43,84,96,120,0
14,32,36,50,106,1
7,71,97,101,116,1
26,32,50,107,121,1
15,45,48,50,77,1
14,36,50,97,102,1
36,45,58,84,89,1
14,52,62,89,107,1
15,25,50,63,77,1
0,37,71,84,89,1
14,25,32,62,89,1
24,25,50,62,84,0
6,51,69,96,97,0
6,14,43,89,99,1
6,30,41,43,71,0
26,50,99,119,121,0
45,69,87,91,116,1
20,24,29,36,62,1
61,69,85,91,116,0
12,27,51,71,120,0
3,5,32,87,89,1
14,32,87,104,121,0
36,45,49,50,101,1
20,29,36,71,106,0
2,12,45,47,97,0
5,25,37,70,99,1
5,25,47,73,104,0
14,35,40,68,93,1
14,40,47,75,97,0
6,30,32,33,37,0
40,50,84,91,116,0
37,83,99,101,107,0
14,25,43,83,93,1
5,35,68,89,122,1
35,45,68,89,112,1
14,35,87,93,120,0
25,37,83,90,99,0
2,30,63,87,122,1
6,14,73,81,83,1
6,30,50,60,62,1
14,25,45,50,94,1
14,83,93,112,116,0
14,32,83,99,116,1
0,21,47,51,71,1
0,25,47,87,99,0
14,15,53,79,83,1
0,27,47,60,68,1
37,50,60,66,120,1
32,60,68,84,93,0
14,50,53,83,105,1
35,45,61,68,89,1
25,50,66,90,99,0
14,45,53,83,88,0
14,15,47,85,93,1
13,51,60,100,104,0
14,36,83,94,122,0
9,14,32,48,83,0
0,27,47,68,89,0
30,62,64,79,120,0
5,50,85,99,121,0
0,47,60,68,99,0
0,5,28,37,83,0
27,43,48,66,83,1
12,40,44,83,104,1
8,30,37,40,119,0
30,62,81,83,119,1
5,32,40,44,83,0
12,35,68,89,104,1
0,9,63,83,111,0
43,48,55,81,87,1
14,35,42,87,93,0
14,41,81,87,104,1
19,27,34,46,91,1
11,19,32,60,100,1
19,27,37,69,107,1
19,31,32,69,106,1
7,46,62,77,89,1
21,27,32,55,64,0
26,66,89,96,111,0
14,31,81,83,117,0
11,60,62,68,77,0
7,27,31,37,87,1
12,31,62,77,89,1
14,16,25,55,81,1
20,44,66,71,107,1
26,68,77,87,104,0
6,62,77,102,119,0
11,31,55,83,93,0
27,31,87,102,106,1
68,75,77,86,104,0
16,86,87,102,110,0
46,70,81,91,119,1
14,16,62,113,119,0
31,86,87,102,111,1
41,63,77,107,113,0
31,32,77,102,106,0
25,32,47,111,113,0
25,31,45,49,102,1
46,55,81,87,111,0
25,44,63,69,113,1
8,55,83,100,119,0
69,83,91,99,105,0
26,62,70,77,87,1
26,45,70,73,102,1
0,32,37,55,83,0
31,62,69,71,83,0
44,66,69,83,96,1
19,37,41,46,96,1
6,26,50,69,91,0
0,52,77,83,102,0
14,28,83,86,111,1
46,55,89,106,119,0
7,26,74,79,107,1
26,32,49,70,83,0
7,45,58,90,111,0
7,18,33,62,77,1
18,37,41,65,71,0
30,37,41,77,102,1
44,69,83,99,106,1
30,47,65,70,106,0
3,7,9,69,70,1
33,45,57,62,83,1
14,48,62,77,83,0
30,46,58,61,111,0
57,62,81,83,92,0
14,63,70,79,83,0
18,33,86,90,91,1
4,61,77,92,107,0
69,81,83,99,107,1
2,86,87,91,115,0
7,45,74,77,90,1
4,69,77,81,119,0
7,29,37,70,71,1
25,35,69,83,93,0
39,46,70,89,106,1
0,33,71,87,99,1
9,33,69,87,96,1
49,69,83,99,111,1
67,70,80,102,106,1
9,46,58,83,92,1
6,69,83,96,97,1
41,57,63,81,87,1
4,72,81,83,111,1
57,70,77,87,100,1
69,71,77,91,92,1
1,33,45,72,87,1
24,62,67,77,92,1
4,69,83,96,111,1
3,16,57,86,87,0
14,37,41,71,85,1
8,37,48,54,83,0
32,58,68,75,77,0
35,72,75,79,85,1
4,24,70,84,111,0
37,40,41,57,87,1
27,57,97,107,119,1
12,14,51,92,110,0
32,70,72,85,106,0
27,37,41,57,85,1
42,57,63,81,83,0
18,35,79,92,102,1
14,24,35,85,87,0
12,37,41,77,107,0
1,2,23,45,107,0
68,72,83,96,121,0
24,60,61,85,108,0
3,18,23,27,77,1
2,8,27,30,62,0
11,32,60,74,85,1
14,35,40,75,92,0
23,25,32,63,79,1
11,32,48,74,75,0
10,23,29,77,86,0
27,72,87,92,117,1
18,32,44,57,103,0
21,50,57,88,108,1
14,75,87,99,115,1
3,40,46,48,72,1
0,1,27,75,87,0
27,35,46,72,92,0
57,75,79,85,94,0
25,45,57,70,101,1
27,57,61,87,88,1
18,24,27,85,122,0
37,41,45,72,87,1
27,67,88,111,112,1
27,61,64,87,88,0
32,37,41,57,83,1
11,27,64,99,107,1
21,57,70,94,115,0
57,87,92,99,121,1
6,24,27,63,72,0
32,62,72,82,119,1
32,35,82,88,108,0
27,44,66,83,117,0
57,70,72,86,121,0
36,57,87,100,115,0
11,32,40,44,106,0
18,32,74,88,102,0
67,77,100,115,119,0
27,32,83,119,122,1
8,32,44,58,83,1
8,32,36,74,83,0
3,30,32,48,112,1
25,40,57,82,121,1
25,27,32,88,99,1
25,27,30,63,112,1
32,57,87,88,99,0
2,8,18,58,111,1
2,3,8,24,107,0
12,25,27,44,100,0
25,45,70,72,106,0
50,68,72,83,91,0
0,25,57,100,115,1
4,32,87,101,111,0
2,8,27,62,92,1
0,36,40,72,100,0
47,70,72,87,106,0
25,57,58,111,112,1
8,32,35,75,83,1
2,27,57,60,63,1
2,27,62,107,112,0
0,14,32,62,83,1
8,25,63,75,115,0
57,62,83,85,112,1
2,27,32,33,106,0
18,37,41,80,83,1
46,57,60,85,100,1
8,18,37,45,85,0
27,35,70,92,107,0
14,25,88,96,110,0
4,14,31,32,48,0
45,46,62,82,85,1
7,58,67,77,111,1
3,16,30,87,113,1
11,27,33,49,83,1
37,57,83,92,112,0
2,57,62,107,115,1
0,57,100,112,115,0
54,64,70,112,115,0
57,60,62,64,115,0
34,37,75,113,115,0
11,34,46,62,115,0
8,40,58,92,111,1
3,27,42,57,75,1
18,40,57,58,92,1
18,34,40,63,75,1
7,29,37,41,113,0
25,37,41,72,96,0
8,18,32,73,75,0
18,40,58,83,111,0
3,25,30,45,75,1
25,30,80,102,106,1
3,30,33,70,113,1
3,57,62,68,92,0
25,26,29,64,80,0
5,33,75,94,99,0
3,57,67,80,119,0
8,30,70,80,100,1
50,57,62,83,88,0
2,3,7,26,30,0
34,80,83,106,115,1
7,45,58,111,115,1
3,25,27,30,85,1
37,40,41,57,85,1
37,41,50,57,85,0
14,30,70,100,115,0
2,46,85,100,115,1
3,57,60,85,101,1
26,33,45,75,100,1
40,41,45,46,85,0
11,37,40,41,83,1
7,30,45,53,111,0
11,45,83,100,111,0
30,34,70,80,100,1
35,57,83,92,93,1
2,35,45,83,92,1
34,45,75,94,104,1
33,49,80,87,101,0
18,57,63,75,118,0
25,30,35,113,122,0
34,45,57,64,75,0
9,35,42,107,122,1
84,85,94,108,122,0
80,104,112,120,121,0
0,24,28,104,111,0
42,46,84,97,122,1
2,8,27,40,94,0
0,30,45,62,64,1
26,30,60,64,107,1
42,50,60,90,97,0
39,69,97,107,122,1
7,25,55,97,107,1
5,47,64,92,105,0
7,29,35,41,122,1
29,30,58,111,120,0
7,41,97,107,122,0
35,69,83,92,96,0
8,25,37,41,50,1
4,24,72,83,107,1
4,55,89,120,121,1
3,57,75,83,112,1
5,75,120,121,122,1
9,20,82,107,122,0
0,7,47,61,107,1
26,41,46,62,68,1
0,18,26,61,75,1
4,46,75,96,105,0
8,55,73,89,120,0
55,61,65,68,107,0
55,62,104,120,122,1
18,26,48,61,83,0
18,46,52,83,122,0
49,83,99,104,111,1
47,75,83,97,104,1
8,18,47,49,83,1
26,30,73,92,109,1
26,35,50,68,83,0
47,53,104,107,118,0
48,75,92,97,101,0
8,50,62,104,107,0
45,49,83,111,113,1
60,66,111,113,122,0
28,41,86,111,115,1
39,49,67,85,92,0
3,86,104,111,118,0
1,31,47,87,90,0
8,18,61,75,99,1
57,62,81,87,109,1
4,75,80,90,111,1
18,24,26,75,117,0
2,50,90,121,122,0
0,57,62,92,93,0
3,87,96,104,109,0
28,29,68,102,113,1
0,29,47,61,79,1
0,47,55,83,121,1
0,7,43,55,113,1
28,57,69,75,96,1
5,18,28,47,83,1
0,46,47,75,94,1
47,57,83,97,109,1
57,70,80,92,121,1
0,9,43,87,93,1
9,31,41,47,73,1
41,69,96,104,106,1
0,24,28,29,80,1
47,57,69,87,93,1
0,26,47,87,97,0
0,30,47,62,85,1
9,18,37,41,50,1
31,41,46,47,94,1
0,24,28,64,111,0
50,57,69,82,97,1
0,17,57,87,96,1
31,57,73,92,122,0
50,57,102,109,117,0
35,47,57,69,112,1
9,19,62,75,99,0
0,47,94,107,112,0
50,55,57,112,121,0
4,21,47,57,111,1
26,47,69,106,112,1
30,50,62,69,75,1
43,50,55,66,119,1
29,46,47,62,69,0
50,68,75,96,97,0
0,20,29,50,100,0
1,9,31,40,118,0
18,30,45,62,92,0
16,49,57,83,96,1
54,57,83,100,111,1
16,66,83,96,106,0
16,23,43,55,83,0
29,75,96,97,120,0
5,47,60,97,120,0
4,26,67,75,83,0
40,50,90,94,119,0
58,11,26,75,111,1
11,47,69,91,103,1
0,11,47,83,110,1
30,40,57,62,80,1
11,12,67,89,110,1
15,18,44,47,74,1
11,67,75,77,106,1
24,48,57,73,83,1
14,47,67,83,110,1
26,44,57,61,69,1
11,14,75,80,121,1
11,67,75,77,121,1
11,18,44,103,121,0
11,14,24,43,75,1
2,14,55,75,110,1
18,57,58,83,86,1
2,14,77,100,102,1
11,24,73,83,109,0
11,50,60,61,72,1
11,44,47,83,110,0
31,50,60,101,121,1
18,24,60,72,121,0
4,14,61,67,80,1
14,61,67,83,122,1
29,33,50,74,75,1
36,77,82,101,121,1
0,27,75,77,121,1
0,63,72,77,80,0
33,55,57,61,67,1
0,8,86,106,119,1
1,61,70,106,119,1
57,58,67,75,77,1
30,67,71,86,121,1
0,27,34,74,77,1
4,57,67,75,77,1
4,61,77,105,117,0
24,34,43,67,77,0
7,37,41,80,107,1
0,7,71,87,110,1
7,37,41,67,77,1
